count_PREDICTION,holiday,workingday,temp,atemp,humidity,windspeed,datetime_hour,season_Summer,season_Fall,season_Winter,weather_Cloudy,weather_Severe
2.6720855253,-0.17148259943733823,0.6845848019947453,-1.2283577564516799,-1.450225750403268,-0.30586903062873305,1.617152823792352,-1.668866901223891,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,-0.2928636206225558
1.7584421949,-0.17148259943733823,0.6845848019947453,-1.2283577564516799,-1.1823665202106615,-0.30586903062873305,-1.5676816572166192,-1.5242712637243025,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,-0.2928636206225558
1.1225545361,-0.17148259943733823,0.6845848019947453,-1.2283577564516799,-1.1823665202106615,-0.30586903062873305,-1.5676816572166192,-1.3796756262247143,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,-0.2928636206225558
0.8362017971,-0.17148259943733823,0.6845848019947453,-1.2283577564516799,-1.2714562641734006,-0.30586903062873305,-0.2202201220924938,-1.235079988725126,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,-0.2928636206225558
0.7627879702,-0.17148259943733823,0.6845848019947453,-1.2283577564516799,-1.2714562641734006,-0.30586903062873305,-0.2202201220924938,-1.0904843512255376,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,-0.2928636206225558
2.4207421722,-0.17148259943733823,0.6845848019947453,-1.333599435803265,-1.450225750403268,-0.098023196207734975,0.26969128866822656,-0.9458887137259493,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,-0.2928636206225558
3.8648043661,-0.17148259943733823,0.6845848019947453,-1.4388411151548504,-1.5399054926703963,-0.098023196207734975,0.26969128866822656,-0.8012930762263609,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,-0.2928636206225558
4.789303696,-0.17148259943733823,0.6845848019947453,-1.4388411151548504,-1.5399054926703963,-0.3578304892339826,0.26969128866822656,-0.6566974387267727,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,-0.2928636206225558
5.6973558323,-0.17148259943733823,0.6845848019947453,-1.4388411151548504,-1.5399054926703963,-0.3578304892339826,0.759602699428947,-0.5121018012271843,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,-0.2928636206225558
5.0754167903,-0.17148259943733823,0.6845848019947453,-1.333599435803265,-1.450225750403268,-0.5137148650497312,0.26969128866822656,-0.367506163727596,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,1.685512632700813,-0.2928636206225558
4.3757774284,-0.17148259943733823,0.6845848019947453,-1.2283577564516799,-1.450225750403268,-0.7215606994707292,0.8818753965869828,-0.2229105262280076,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,-0.2928636206225558
4.6549909197,-0.17148259943733823,0.6845848019947453,-1.1231160771000945,-1.1823665202106615,-0.8774450752864779,-0.2202201220924938,-0.07831488872841928,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,1.685512632700813,-0.2928636206225558
4.9075609085,-0.17148259943733823,0.6845848019947453,-1.0178743977485092,-0.8248275477509266,-1.0333294511022264,-1.5676816572166192,0.06628074877116905,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,1.685512632700813,-0.2928636206225558
4.7616612223,-0.17148259943733823,0.6845848019947453,-1.1231160771000945,-1.0926867779435332,-0.8774450752864779,-0.7101315328532142,0.2108763862707574,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,1.685512632700813,-0.2928636206225558
4.6280697034,-0.17148259943733823,0.6845848019947453,-1.0178743977485092,-1.0035970339807938,-0.8774450752864779,-0.46558613853714265,0.3554720237703457,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,1.685512632700813,-0.2928636206225558
4.7034888465,-0.17148259943733823,0.6845848019947453,-0.9126327183969242,-0.9139172917136658,-0.8774450752864779,0.02432527222357754,0.5000676612699341,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,1.685512632700813,-0.2928636206225558
4.9495424995,-0.17148259943733823,0.6845848019947453,-1.0178743977485092,-1.0035970339807938,-0.6695992408654797,-0.46558613853714265,0.6446632987695224,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,1.685512632700813,-0.2928636206225558
5.4824311657,-0.17148259943733823,0.6845848019947453,-1.0178743977485092,-0.9139172917136658,-0.6695992408654797,-0.7101315328532142,0.7892589362691107,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,1.685512632700813,-0.2928636206225558
5.4248623991,-0.17148259943733823,0.6845848019947453,-1.2283577564516799,-1.2714562641734006,-0.30586903062873305,0.02432527222357754,0.9338545737686991,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,1.685512632700813,-0.2928636206225558
5.0578016747,-0.17148259943733823,0.6845848019947453,-1.2283577564516799,-1.450225750403268,-0.30586903062873305,1.1272414130316315,1.0784502112682874,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,-0.2928636206225558
4.8938612031,-0.17148259943733823,0.6845848019947453,-1.2283577564516799,-1.361136006440529,-0.098023196207734975,0.759602699428947,1.2230458487678757,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,1.685512632700813,-0.2928636206225558
4.4714446688,-0.17148259943733823,0.6845848019947453,-1.333599435803265,-1.450225750403268,-0.098023196207734975,0.5142366829842981,1.3676414862674642,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,1.685512632700813,-0.2928636206225558
3.6088187446,-0.17148259943733823,0.6845848019947453,-1.333599435803265,-1.5399054926703963,0.16178409681851263,0.759602699428947,1.5122371237670524,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,1.685512632700813,-0.2928636206225558
2.9062266749,-0.17148259943733823,0.6845848019947453,-1.333599435803265,-1.5399054926703963,0.16178409681851263,1.1272414130316315,1.6568327612666407,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,1.685512632700813,-0.2928636206225558
2.8721824297,-0.17148259943733823,0.6845848019947453,-1.333599435803265,-1.450225750403268,0.42159138984476024,0.5142366829842981,-1.668866901223891,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,1.685512632700813,-0.2928636206225558
2.0774156798,-0.17148259943733823,0.6845848019947453,-1.333599435803265,-1.450225750403268,0.42159138984476024,0.5142366829842981,-1.5242712637243025,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,1.685512632700813,-0.2928636206225558
1.6322647437,-0.17148259943733823,0.6845848019947453,-1.333599435803265,-1.361136006440529,0.6813986828710079,-0.2202201220924938,-1.3796756262247143,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,3.414244953909005
0.4939402492,-0.17148259943733823,0.6845848019947453,-1.4388411151548504,-1.5399054926703963,0.9412059758972555,0.8818753965869828,-1.235079988725126,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,3.414244953909005
0.7053252671,-0.17148259943733823,0.6845848019947453,-1.4388411151548504,-1.2714562641734006,1.304936186134002,-0.83240423001125,-1.0904843512255376,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,1.685512632700813,-0.2928636206225558
1.8945830717,-0.17148259943733823,0.6845848019947453,-1.333599435803265,-1.6289952366331355,-0.098023196207734975,1.8616982181084236,-0.9458887137259493,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,-0.2928636206225558
3.8307125168,-0.17148259943733823,0.6845848019947453,-1.4388411151548504,-1.5399054926703963,-0.3578304892339826,0.5142366829842981,-0.8012930762263609,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,-0.2928636206225558
4.8175103437,-0.17148259943733823,0.6845848019947453,-1.5440827945064357,-1.7186749789002638,-0.5656763236549807,0.759602699428947,-0.6566974387267727,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,-0.2928636206225558
5.3013826503,-0.17148259943733823,0.6845848019947453,-1.5440827945064357,-1.7186749789002638,-0.7735221580759788,1.1272414130316315,-0.5121018012271843,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,-0.2928636206225558
4.6892970779,-0.17148259943733823,0.6845848019947453,-1.5440827945064357,-1.7186749789002638,-0.5656763236549807,1.371786807347703,-0.367506163727596,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,-0.2928636206225558
3.9246386714,-0.17148259943733823,0.6845848019947453,-1.5440827945064357,-1.807764722863003,-0.7735221580759788,2.229336931711108,-0.2229105262280076,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,-0.2928636206225558
