datetime,count
2011-01-20 00:00:00,19.342005018237987
2011-01-20 01:00:00,5.186393535084458
2011-01-20 02:00:00,3.3177329250718115
2011-01-20 03:00:00,2.4829985343413714
2011-01-20 04:00:00,2.011904992277246
2011-01-20 05:00:00,12.020313950741269
2011-01-20 06:00:00,54.10059466723535
2011-01-20 07:00:00,129.32916206376134
2011-01-20 08:00:00,303.2157881548505
2011-01-20 09:00:00,186.26144697949906
2011-01-20 10:00:00,93.1843568914972
2011-01-20 11:00:00,97.59763740295425
2011-01-20 12:00:00,127.04236273564169
2011-01-20 13:00:00,118.28935226612172
2011-01-20 14:00:00,121.70758950026165
2011-01-20 15:00:00,113.77586929146037
2011-01-20 16:00:00,122.62591125448814
2011-01-20 17:00:00,249.3730450456426
2011-01-20 18:00:00,222.35720175512006
2011-01-20 19:00:00,175.64247339344186
2011-01-20 20:00:00,129.5845794004789
2011-01-20 21:00:00,72.27979494959973
2011-01-20 22:00:00,48.2071436533853
2011-01-20 23:00:00,26.07783359317885
2011-01-21 00:00:00,14.067751734552361
2011-01-21 01:00:00,5.695386961713777
2011-01-21 02:00:00,4.679564965366985
2011-01-21 03:00:00,2.1664520609065985
2011-01-21 04:00:00,2.10481108627003
2011-01-21 05:00:00,4.51171081208284
2011-01-21 06:00:00,51.80456647986455
2011-01-21 07:00:00,129.6530881557097
2011-01-21 08:00:00,218.518066349978
2011-01-21 09:00:00,115.3740569364814
2011-01-21 10:00:00,52.30869414015961
2011-01-21 11:00:00,61.56556837289573
2011-01-21 12:00:00,62.82498182041153
2011-01-21 13:00:00,65.81099412306762
2011-01-21 14:00:00,63.740140991913655
2011-01-21 15:00:00,64.94015125356259
2011-01-21 16:00:00,90.71078779187968
2011-01-21 17:00:00,161.11502358634988
2011-01-21 18:00:00,136.50439571600734
2011-01-21 19:00:00,109.74714679884579
2011-01-21 20:00:00,84.71579968470404
2011-01-21 21:00:00,57.381245814546176
2011-01-21 22:00:00,39.192026874099085
2011-01-21 23:00:00,26.570921968778112
2011-01-22 00:00:00,27.734020871922446
2011-01-22 01:00:00,19.732065923560135
2011-01-22 02:00:00,14.435199865232367
2011-01-22 03:00:00,7.983537067312885
2011-01-22 04:00:00,1.8002303904305503
2011-01-22 06:00:00,3.685308376235074
2011-01-22 07:00:00,11.729184678092865
2011-01-22 08:00:00,30.023506499474728
2011-01-22 09:00:00,60.709102267781034
2011-01-22 10:00:00,88.38984482104
2011-01-22 11:00:00,101.67738278965219
2011-01-22 12:00:00,102.7164773211935
2011-01-22 13:00:00,111.55831903214249
2011-01-22 14:00:00,99.03687671269492
2011-01-22 15:00:00,112.4168815513374
2011-01-22 16:00:00,98.36425654436103
2011-01-22 17:00:00,88.77987781669609
2011-01-22 18:00:00,63.37617240049649
2011-01-22 19:00:00,57.20465220039233
2011-01-22 20:00:00,39.68171173815865
2011-01-22 21:00:00,35.513914111450376
2011-01-22 22:00:00,24.4294192805059
2011-01-22 23:00:00,13.504170307782955
2011-01-23 00:00:00,33.613529487069435
2011-01-23 01:00:00,22.76189111361975
2011-01-23 02:00:00,13.662815703513608
2011-01-23 03:00:00,7.300559534077439
2011-01-23 05:00:00,2.95242852672489
2011-01-23 06:00:00,4.665268380911864
2011-01-23 07:00:00,12.009163446420652
2011-01-23 08:00:00,31.633614809011988
2011-01-23 09:00:00,51.90575253507087
2011-01-23 10:00:00,59.1763767059371
2011-01-23 11:00:00,97.967677820079075
2011-01-23 12:00:00,104.29909550036409
2011-01-23 13:00:00,94.17287836335858
2011-01-23 14:00:00,110.99529555085611
2011-01-23 15:00:00,108.97900389044678
2011-01-23 16:00:00,97.18043002731144
2011-01-23 17:00:00,79.81068694019554
2011-01-23 18:00:00,59.89300783497877
2011-01-23 19:00:00,52.22686265268948
2011-01-23 20:00:00,38.658723234628035
2011-01-23 21:00:00,35.41565504747461
2011-01-23 22:00:00,27.714261023452543
2011-01-23 23:00:00,22.662066733231416
2011-01-24 00:00:00,11.564754310370011
2011-01-24 01:00:00,5.837865382010705
2011-01-24 03:00:00,1.471149140675025
2011-01-24 04:00:00,1.5110354156516423
2011-01-24 05:00:00,7.785711189016281
2011-01-24 06:00:00,36.17287442065274
2011-01-24 07:00:00,89.68578756719619
2011-01-24 08:00:00,246.37313871383142
2011-01-24 09:00:00,146.07042838522156
2011-01-24 10:00:00,58.24581147383637
