holiday,workingday,temp,atemp,humidity,windspeed,count,datetime_hour,season_Summer,season_Fall,season_Winter,weather_Cloudy,weather_Severe
-0.17148259943733823,-1.4606052252115869,-1.333599435803265,-1.0926867779435332,0.993167434502505,-1.5676816572166192,2.772588722239781,-1.668866901223891,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,-0.2928636206225558
-0.17148259943733823,-1.4606052252115869,-1.4388411151548504,-1.1823665202106615,0.9412059758972555,-1.5676816572166192,3.6888794541139363,-1.5242712637243025,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,-0.2928636206225558
-0.17148259943733823,-1.4606052252115869,-1.4388411151548504,-1.1823665202106615,0.9412059758972555,-1.5676816572166192,3.4657359027997265,-1.3796756262247143,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,-0.2928636206225558
-0.17148259943733823,-1.4606052252115869,-1.333599435803265,-1.0926867779435332,0.6813986828710079,-1.5676816572166192,2.5649493574615367,-1.235079988725126,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,-0.2928636206225558
-0.17148259943733823,-1.4606052252115869,-1.333599435803265,-1.0926867779435332,0.6813986828710079,-1.5676816572166192,0,-1.0904843512255376,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,-0.2928636206225558
-0.17148259943733823,-1.4606052252115869,-1.333599435803265,-1.2714562641734006,0.6813986828710079,-0.83240423001125,0,-0.9458887137259493,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,1.685512632700813,-0.2928636206225558
-0.17148259943733823,-1.4606052252115869,-1.4388411151548504,-1.1823665202106615,0.9412059758972555,-1.5676816572166192,0.6931471805599453,-0.8012930762263609,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,-0.2928636206225558
-0.17148259943733823,-1.4606052252115869,-1.5440827945064357,-1.2714562641734006,1.2529747275287526,-1.5676816572166192,1.0986122886681098,-0.6566974387267727,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,-0.2928636206225558
-0.17148259943733823,-1.4606052252115869,-1.333599435803265,-1.0926867779435332,0.6813986828710079,-1.5676816572166192,2.0794415416798357,-0.5121018012271843,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,-0.2928636206225558
-0.17148259943733823,-1.4606052252115869,-0.9126327183969242,-0.7351478054837982,0.7333601414762574,-1.5676816572166192,2.6390573296152584,-0.367506163727596,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,-0.2928636206225558
-0.17148259943733823,-1.4606052252115869,-0.5969076803421683,-0.46728857529119155,0.7333601414762574,0.5142366829842981,3.58351893845611,-0.2229105262280076,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,-0.2928636206225558
-0.17148259943733823,-1.4606052252115869,-0.7021493596937536,-0.8248275477509266,0.993167434502505,0.759602699428947,4.02535169073515,-0.07831488872841928,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,-0.2928636206225558
-0.17148259943733823,-1.4606052252115869,-0.386424321638998,-0.28851908906132406,0.7853216000815069,0.759602699428947,4.430816798843313,0.06628074877116905,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,-0.2928636206225558
-0.17148259943733823,-1.4606052252115869,-0.17594096293582742,-0.10974960283145653,0.5255143070552593,0.8818753965869828,4.543294782270004,0.2108763862707574,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,1.685512632700813,-0.2928636206225558
-0.17148259943733823,-1.4606052252115869,-0.17594096293582742,-0.10974960283145653,0.5255143070552593,0.759602699428947,4.663439094112067,0.3554720237703457,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,1.685512632700813,-0.2928636206225558
-0.17148259943733823,-1.4606052252115869,-0.2811826422874127,-0.19883934679419607,0.7853216000815069,0.8818753965869828,4.700480365792417,0.5000676612699341,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,1.685512632700813,-0.2928636206225558
-0.17148259943733823,-1.4606052252115869,-0.386424321638998,-0.28851908906132406,1.0451288931077545,0.8818753965869828,4.532599493153256,0.6446632987695224,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,1.685512632700813,-0.2928636206225558
-0.17148259943733823,-1.4606052252115869,-0.2811826422874127,-0.19883934679419607,1.0451288931077545,0.759602699428947,4.204692619390966,0.7892589362691107,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,1.685512632700813,-0.2928636206225558
-0.17148259943733823,-1.4606052252115869,-0.386424321638998,-0.28851908906132406,1.3568976447392516,0.5142366829842981,3.5553480614894135,0.9338545737686991,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,3.414244953909005
-0.17148259943733823,-1.4606052252115869,-0.386424321638998,-0.28851908906132406,1.3568976447392516,0.5142366829842981,3.6109179126442243,1.0784502112682874,-0.5789501174652913,-0.5789501174652923,-0.579091541309281,-0.5932368108636493,3.414244953909005
